0	--	--	0.1	--	--	0.2	--	--	0.3	--	--	0.4	--	--	0.5	--	--	Slicl	--	--
0.03469	1.05268	0.85479	0.03461	1.05403	0.85133	0.03445	1.05635	0.84551	0.0342	1.06022	0.83589	0.03378	1.06687	0.81976	0.03302	1.07901	0.79139	0.03481	1.05087	0.85963	
0.03602	1.05375	0.85205	0.03593	1.05514	0.84852	0.03577	1.05749	0.8426	0.0355	1.06144	0.83282	0.03505	1.06824	0.81641	0.03425	1.08065	0.78754	0.03615	1.05187	0.85696	
0.03743	1.05486	0.8492	0.03733	1.05627	0.84561	0.03716	1.05868	0.83959	0.03688	1.06272	0.82963	0.0364	1.06966	0.81292	0.03555	1.08235	0.78355	0.03756	1.05298	0.8542	
0.03892	1.05602	0.84624	0.03881	1.05746	0.84259	0.03863	1.05991	0.83646	0.03834	1.06399	0.82631	0.03783	1.07113	0.80931	0.03693	1.08411	0.77941	0.03906	1.05415	0.85133	
0.0405	1.05723	0.84316	0.04039	1.0587	0.83945	0.0402	1.0612	0.8332	0.03989	1.06526	0.82286	0.03934	1.07267	0.80556	0.03839	1.08596	0.77511	0.04065	1.05528	0.84833	
0.04218	1.05845	0.83996	0.04206	1.05999	0.83618	0.04186	1.06255	0.82982	0.04152	1.06686	0.8193	0.04095	1.07428	0.80165	0.03993	1.08788	0.77064	0.04234	1.05649	0.84522	
0.04396	1.05986	0.83664	0.04384	1.06133	0.83278	0.04362	1.06395	0.8263	0.04327	1.06836	0.81558	0.04266	1.07594	0.79759	0.04157	1.08989	0.766	0.04414	1.05776	0.84198	
0.04587	1.06118	0.83317	0.04573	1.06274	0.82924	0.04551	1.06541	0.82263	0.04512	1.06992	0.8117	0.04447	1.0777	0.79337	0.04332	1.09199	0.76117	0.04605	1.0591	0.83861	
0.0479	1.06256	0.82955	0.04775	1.0642	0.82555	0.04751	1.06694	0.81881	0.0471	1.07156	0.80767	0.04641	1.07953	0.78897	0.04517	1.09418	0.75614	0.04809	1.0605	0.83509	
0.05006	1.06412	0.82578	0.04991	1.06574	0.8217	0.04965	1.06854	0.81482	0.04921	1.07327	0.80346	0.04847	1.08144	0.78439	0.04715	1.09647	0.7509	0.05027	1.06196	0.83142	
0.05238	1.06568	0.82184	0.05222	1.06734	0.81767	0.05194	1.07021	0.81066	0.05147	1.07507	0.79906	0.05068	1.08345	0.77961	0.04926	1.09888	0.74544	0.0526	1.06348	0.82759	
0.05487	1.0673	0.81772	0.05469	1.06903	0.81347	0.05439	1.07197	0.80631	0.05389	1.07694	0.79447	0.05304	1.08554	0.77461	0.05152	1.1014	0.73975	0.0551	1.06508	0.82357	
0.05753	1.06904	0.81342	0.05734	1.07082	0.80908	0.05702	1.07382	0.80177	0.05648	1.07891	0.78968	0.05557	1.08775	0.76939	0.05394	1.10405	0.7338	0.05777	1.06677	0.81938	
0.0604	1.07081	0.8089	0.06019	1.07265	0.80447	0.05984	1.07574	0.79701	0.05926	1.08098	0.78466	0.05828	1.09006	0.76394	0.05653	1.10683	0.72758	0.06065	1.06853	0.81498	
0.06347	1.07276	0.80417	0.06326	1.0746	0.79965	0.06288	1.07777	0.79202	0.06226	1.08315	0.7794	0.0612	1.09249	0.75822	0.05931	1.10976	0.72107	0.06375	1.0704	0.81037	
0.0668	1.07476	0.79921	0.06657	1.07665	0.79459	0.06616	1.07991	0.78679	0.06549	1.08544	0.77389	0.06435	1.09504	0.75224	0.06231	1.11284	0.71426	0.0671	1.07237	0.80553	
0.07039	1.07687	0.794	0.07014	1.07882	0.78927	0.06971	1.08216	0.7813	0.06898	1.08785	0.7681	0.06774	1.09773	0.74596	0.06553	1.11609	0.70712	0.07071	1.07443	0.80043	
0.07429	1.07911	0.78852	0.07401	1.0811	0.78368	0.07355	1.08453	0.77553	0.07276	1.09039	0.76202	0.07142	1.10057	0.73936	0.06902	1.11953	0.69963	0.07463	1.07661	0.79508	
0.07851	1.08146	0.78274	0.07822	1.0835	0.7778	0.07771	1.08704	0.76946	0.07686	1.09307	0.75563	0.0754	1.10357	0.73243	0.07279	1.12315	0.69177	0.07888	1.07892	0.78944	
0.08311	1.08396	0.77666	0.08279	1.08605	0.7716	0.08224	1.08969	0.76306	0.08131	1.0959	0.74889	0.07973	1.10674	0.72513	0.07689	1.12696	0.6835	0.08351	1.08139	0.78349	
0.08813	1.0866	0.77023	0.08779	1.08875	0.76506	0.08718	1.09249	0.75631	0.08617	1.0989	0.7418	0.08444	1.11009	0.71745	0.08134	1.13106	0.6748	0.08845	1.08462	0.7773	
0.09362	1.0894	0.76344	0.09324	1.09161	0.75814	0.09259	1.09546	0.74918	0.09148	1.10207	0.7343	0.08959	1.11365	0.70935	0.08619	1.13537	0.66564	0.09409	1.08671	0.77054	
0.09965	1.09237	0.75625	0.09923	1.09465	0.75083	0.09852	1.09862	0.74163	0.0973	1.10545	0.72638	0.09523	1.11743	0.70079	0.0915	1.13996	0.65597	0.10007	1.09006	0.76357	
0.10627	1.09554	0.74863	0.10582	1.09787	0.74307	0.10504	1.10198	0.73365	0.1037	1.10903	0.718	0.10142	1.12144	0.69173	0.09732	1.14484	0.64576	0.10686	1.09253	0.75598	
0.11359	1.09891	0.74054	0.1131	1.10131	0.73485	0.11223	1.10554	0.72518	0.11077	1.11284	0.70912	0.10825	1.1257	0.68215	0.10372	1.15004	0.63497	0.11417	1.09611	0.74808	
0.1217	1.1025	0.73194	0.12116	1.10498	0.7261	0.1202	1.10935	0.71618	0.11858	1.1169	0.69969	0.1158	1.13025	0.67199	0.11077	1.1556	0.62355	0.12233	1.09964	0.73962	
0.13072	1.10635	0.72278	0.13012	1.10889	0.7168	0.12907	1.11339	0.70661	0.12726	1.12126	0.68967	0.12418	1.13511	0.66121	0.11859	1.16153	0.61144	0.1314	1.10347	0.7306	
0.14079	1.11047	0.71301	0.14013	1.11308	0.70687	0.13896	1.11774	0.69641	0.13697	1.12585	0.679	0.13352	1.14028	0.64974	0.12729	1.16788	0.59859	0.14153	1.10755	0.72097	
0.15212	1.11477	0.70254	0.15136	1.11756	0.69627	0.15006	1.12239	0.68552	0.14783	1.13081	0.66762	0.14398	1.14584	0.63753	0.13699	1.17469	0.58494	0.15289	1.11195	0.71067	
0.16482	1.11962	0.69138	0.16401	1.12238	0.68492	0.16257	1.12736	0.67388	0.16007	1.13611	0.65547	0.15575	1.15176	0.62451	0.14788	1.18201	0.57041	0.16569	1.11668	0.69961	
0.17926	1.12472	0.67938	0.17835	1.12757	0.67277	0.17673	1.13273	0.66142	0.17393	1.14182	0.64249	0.16905	1.15817	0.61062	0.16014	1.18994	0.55496	0.1802	1.12177	0.68774	
0.19569	1.13027	0.6665	0.1947	1.13316	0.65971	0.19288	1.13849	0.64805	0.18971	1.14796	0.62857	0.18418	1.16506	0.59577	0.17405	1.19847	0.53848	0.19671	1.12735	0.67497	
0.19927	1.13139	0.6638	0.19825	1.13431	0.65698	0.19638	1.1397	0.64526	0.19314	1.14922	0.62566	0.18747	1.16647	0.59267	0.17707	1.20021	0.53504	0.20031	1.12846	0.67228	
0.20295	1.13254	0.66106	0.20189	1.1355	0.65421	0.19998	1.14092	0.64243	0.19665	1.15053	0.62272	0.19083	1.16795	0.58954	0.18015	1.20206	0.53157	0.20399	1.12963	0.66957	
0.20672	1.13371	0.65828	0.20564	1.13668	0.6514	0.20369	1.14214	0.63955	0.20027	1.15184	0.61974	0.19431	1.16936	0.58634	0.18334	1.20383	0.52803	0.20778	1.13083	0.66681	
0.21062	1.13489	0.65545	0.20951	1.13787	0.64854	0.2075	1.14339	0.63664	0.20399	1.15316	0.6167	0.19786	1.1709	0.58312	0.18659	1.20575	0.52448	0.21168	1.13203	0.664	
0.21459	1.13617	0.65261	0.21346	1.13917	0.64566	0.21141	1.14469	0.63368	0.20782	1.15453	0.61363	0.20151	1.17245	0.57986	0.18993	1.20767	0.52087	0.21568	1.13328	0.66116	
0.21869	1.13743	0.6497	0.21754	1.14043	0.64272	0.21544	1.14599	0.63068	0.21176	1.15591	0.61052	0.20529	1.17397	0.57654	0.19338	1.20958	0.5172	0.21981	1.13453	0.65827	
0.22293	1.13869	0.64675	0.22175	1.14172	0.63974	0.21959	1.14731	0.62764	0.21581	1.15732	0.60736	0.20917	1.17554	0.57318	0.19693	1.21153	0.51349	0.22404	1.13585	0.65535	
0.22729	1.13997	0.64375	0.22608	1.14301	0.63671	0.22388	1.14861	0.62453	0.22	1.15869	0.60414	0.21315	1.17718	0.56978	0.20054	1.21361	0.50976	0.22843	1.13711	0.65235	
0.23178	1.14128	0.64071	0.23054	1.14433	0.63363	0.22827	1.15001	0.6214	0.22429	1.16018	0.60089	0.21729	1.17873	0.5663	0.20436	1.21543	0.50588	0.23294	1.13843	0.64932	
0.23641	1.1426	0.63762	0.23514	1.14568	0.63051	0.23281	1.1514	0.61822	0.22873	1.16163	0.59759	0.22151	1.18041	0.5628	0.20818	1.21761	0.50206	0.23758	1.13977	0.64625	
0.24117	1.14397	0.63449	0.23988	1.14705	0.62734	0.23749	1.15281	0.61499	0.23329	1.16314	0.59424	0.22588	1.18207	0.55924	0.21216	1.2197	0.49814	0.24238	1.14112	0.64311	
0.2461	1.14532	0.63129	0.24478	1.14841	0.62411	0.24233	1.15421	0.61169	0.23801	1.16463	0.59083	0.23039	1.18374	0.55563	0.21629	1.22171	0.49414	0.24731	1.14252	0.63994	
0.25119	1.1467	0.62805	0.24986	1.14976	0.62083	0.24732	1.15565	0.60836	0.24288	1.16616	0.58738	0.23503	1.18546	0.55197	0.22048	1.22395	0.49015	0.2524	1.14395	0.63671	
0.25643	1.14813	0.62476	0.25504	1.15124	0.61752	0.25245	1.15712	0.60497	0.24789	1.16772	0.58387	0.23982	1.1872	0.54826	0.22494	1.22585	0.48598	0.25766	1.14538	0.63342	
0.26185	1.14954	0.62141	0.26039	1.15275	0.61416	0.25776	1.15862	0.60153	0.25308	1.16929	0.58031	0.24477	1.18896	0.54449	0.22931	1.2284	0.48195	0.2631	1.14681	0.63007	
0.26671	1.15258	0.6184	0.26598	1.15416	0.61071	0.26326	1.16011	0.59803	0.25843	1.17091	0.5767	0.24988	1.19077	0.54067	0.23393	1.23069	0.47776	0.26869	1.14832	0.62669	
0.27325	1.15243	0.61454	0.27175	1.1556	0.60721	0.26891	1.16168	0.59449	0.26395	1.17255	0.57304	0.25515	1.1926	0.53679	0.23871	1.23298	0.47351	0.27462	1.14955	0.62316	
0.27919	1.15401	0.61105	0.27766	1.15718	0.60369	0.27479	1.16321	0.59088	0.26968	1.17416	0.56931	0.26061	1.19444	0.53285	0.24364	1.23532	0.46921	0.28047	1.15137	0.61972	
0.28538	1.15551	0.60747	0.28381	1.1587	0.60008	0.28086	1.16476	0.58721	0.27561	1.17581	0.56552	0.26625	1.19629	0.52885	0.24878	1.2376	0.46482	0.28666	1.15293	0.61615	
0.29178	1.15706	0.60384	0.29016	1.16027	0.59643	0.28714	1.16636	0.58349	0.28174	1.17749	0.56168	0.27218	1.19799	0.52474	0.25402	1.24006	0.4604	0.29306	1.15452	0.61252	
0.29839	1.15865	0.60016	0.29673	1.16187	0.59271	0.29363	1.168	0.57971	0.28807	1.17922	0.55778	0.2781	1.20017	0.5207	0.25944	1.24258	0.45594	0.29969	1.15614	0.60883	
0.30521	1.16032	0.59642	0.30353	1.16352	0.58894	0.30033	1.16969	0.57588	0.2946	1.18103	0.55384	0.28435	1.20212	0.51653	0.26507	1.24508	0.45139	0.30655	1.15779	0.60507	
0.31232	1.16193	0.59261	0.31059	1.16516	0.5851	0.30728	1.17141	0.57199	0.3014	1.18279	0.54981	0.29081	1.20414	0.5123	0.27092	1.24754	0.44676	0.31366	1.15944	0.60124	
0.31967	1.1636	0.58873	0.31789	1.16685	0.5812	0.31452	1.1731	0.56802	0.30845	1.18459	0.54573	0.29753	1.20612	0.50799	0.27692	1.2502	0.44211	0.32103	1.16114	0.59735	
0.32726	1.16536	0.58481	0.32548	1.16854	0.57723	0.322	1.17485	0.56399	0.31573	1.18645	0.54159	0.30449	1.20815	0.50363	0.28315	1.25285	0.43738	0.32866	1.16288	0.5934	
0.33522	1.16701	0.58078	0.33347	1.17007	0.57315	0.32977	1.17662	0.5599	0.32331	1.18831	0.53738	0.31163	1.21037	0.49924	0.28961	1.25555	0.43259	0.33659	1.16463	0.58937	
0.34343	1.16878	0.57671	0.34151	1.17205	0.5691	0.33784	1.1784	0.55574	0.33117	1.19021	0.53311	0.31914	1.21242	0.49474	0.2963	1.2583	0.42773	0.34479	1.16646	0.58528	
0.35195	1.17057	0.57257	0.34998	1.17386	0.56494	0.3462	1.18025	0.55152	0.33933	1.19214	0.52877	0.32691	1.21458	0.49018	0.30325	1.26107	0.4228	0.35334	1.16826	0.5811	
0.36093	1.17219	0.5683	0.3588	1.17567	0.5607	0.35491	1.1821	0.54722	0.34782	1.19408	0.52435	0.33492	1.21685	0.48559	0.31045	1.26391	0.41781	0.36219	1.17016	0.57687	
0.37001	1.17426	0.56407	0.36797	1.17751	0.55639	0.36397	1.18397	0.54285	0.35664	1.19607	0.51988	0.34334	1.21902	0.48088	0.31794	1.26678	0.41275	0.37141	1.17204	0.57254	
0.37962	1.17611	0.5597	0.37748	1.17943	0.55202	0.37338	1.1859	0.53842	0.36582	1.19809	0.51533	0.35206	1.22127	0.47612	0.32569	1.26975	0.40763	0.38099	1.17399	0.56815	
0.38959	1.17803	0.55526	0.3876	1.18105	0.54749	0.38321	1.1878	0.5339	0.37537	1.20014	0.51071	0.36114	1.22356	0.47129	0.33379	1.2727	0.40242	0.39096	1.17596	0.56368	
0.39998	1.17999	0.55075	0.39778	1.18324	0.54302	0.39339	1.18983	0.52933	0.38533	1.2022	0.50602	0.37064	1.22579	0.46637	0.34222	1.27568	0.39713	0.40136	1.17796	0.55912	
0.41082	1.18196	0.54615	0.40855	1.18523	0.53841	0.40404	1.19183	0.52467	0.39571	1.20431	0.50125	0.38042	1.22827	0.46142	0.35093	1.27884	0.39181	0.41219	1.17999	0.55448	
0.42217	1.1839	0.54146	0.41978	1.18726	0.53372	0.41514	1.19387	0.51993	0.40653	1.20645	0.49641	0.3907	1.23065	0.45638	0.36006	1.28195	0.3864	0.42346	1.18209	0.54976	
0.43392	1.186	0.53672	0.43153	1.18928	0.52895	0.42674	1.19594	0.51511	0.41783	1.20862	0.49149	0.4014	1.23311	0.45126	0.36953	1.28518	0.38092	0.43525	1.18419	0.54495	
0.44629	1.18802	0.53186	0.44392	1.19118	0.52405	0.43884	1.19805	0.51022	0.42964	1.21082	0.48649	0.41261	1.23554	0.44606	0.37945	1.2884	0.37536	0.44755	1.18635	0.54005	
0.45912	1.19019	0.52695	0.45627	1.19389	0.51927	0.4515	1.20018	0.50524	0.44197	1.21305	0.48141	0.42428	1.23809	0.4408	0.38975	1.29177	0.36975	0.4604	1.18854	0.53506	
0.47258	1.19235	0.52193	0.47002	1.19559	0.51414	0.46473	1.20237	0.50019	0.45504	1.2151	0.4762	0.43646	1.2407	0.43547	0.40053	1.29515	0.36405	0.47384	1.19076	0.52998	
0.48668	1.19453	0.51683	0.48407	1.19774	0.50902	0.47863	1.20453	0.49503	0.46838	1.21764	0.47102	0.4493	1.24323	0.43003	0.41179	1.29861	0.35829	0.48791	1.19303	0.52481	
0.50141	1.1968	0.51164	0.49874	1.19999	0.50384	0.49313	1.20681	0.48981	0.48252	1.22001	0.46571	0.46267	1.24589	0.42454	0.42354	1.30218	0.35246	0.50264	1.19533	0.51954	
0.51693	1.19902	0.50634	0.51419	1.20221	0.49854	0.50836	1.20908	0.48449	0.49736	1.22238	0.46031	0.47675	1.24852	0.41895	0.43589	1.30573	0.34654	0.51809	1.19768	0.51417	
0.53313	1.20138	0.50098	0.53033	1.20454	0.49317	0.52436	1.21138	0.47908	0.51296	1.22477	0.45482	0.49155	1.25116	0.41327	0.44882	1.30937	0.34055	0.53426	1.2001	0.50871	
0.55021	1.2037	0.49549	0.5473	1.20689	0.48771	0.54113	1.21376	0.4736	0.52934	1.2272	0.44925	0.50699	1.25396	0.40755	0.46236	1.31308	0.33449	0.55138	1.20242	0.50311	
0.56817	1.20606	0.48991	0.56479	1.20966	0.48224	0.55882	1.2161	0.468	0.54655	1.22968	0.44359	0.52326	1.25675	0.40173	0.47654	1.31692	0.32838	0.56917	1.205	0.49746	
0.58703	1.20849	0.48424	0.58385	1.21179	0.47651	0.5774	1.21854	0.46233	0.56467	1.23219	0.43784	0.54052	1.25942	0.39579	0.49149	1.32075	0.32216	0.58797	1.20753	0.49169	
0.60692	1.21096	0.47846	0.60379	1.21409	0.47071	0.59697	1.221	0.45656	0.58378	1.23472	0.432	0.55843	1.26244	0.38985	0.50716	1.32471	0.31589	0.60778	1.2101	0.4858	
0.62825	1.21311	0.47249	0.62467	1.21658	0.46486	0.61762	1.22351	0.45069	0.60387	1.23736	0.42609	0.57745	1.26535	0.38378	0.5237	1.3287	0.30954	0.62867	1.21271	0.47981	
0.64999	1.21603	0.4666	0.64672	1.21911	0.45889	0.63943	1.22604	0.44473	0.62514	1.23997	0.42008	0.5975	1.26833	0.37765	0.54106	1.33284	0.30313	0.65095	1.21514	0.47364	
0.67338	1.21863	0.4605	0.67003	1.22167	0.45283	0.6625	1.22859	0.43866	0.64762	1.24262	0.41397	0.61874	1.2713	0.37141	0.5594	1.33702	0.29664	0.67398	1.21808	0.46749	
0.69812	1.22126	0.4543	0.6947	1.22426	0.44665	0.68519	1.23273	0.43288	0.67142	1.24531	0.40777	0.64115	1.27436	0.36511	0.57879	1.34127	0.29008	0.6986	1.22084	0.46115	
0.72432	1.22395	0.44799	0.72085	1.22689	0.44037	0.71276	1.23384	0.42623	0.69663	1.24803	0.40148	0.665	1.27737	0.3587	0.59925	1.34563	0.28346	0.72467	1.22365	0.45471	
0.75209	1.2267	0.44157	0.74852	1.22962	0.434	0.74044	1.23631	0.41982	0.72338	1.2508	0.39509	0.69025	1.28047	0.35222	0.62092	1.35007	0.27676	0.75232	1.22651	0.44814	
0.78164	1.22944	0.43502	0.77795	1.23236	0.42751	0.76927	1.23929	0.41341	0.75175	1.25365	0.38863	0.71697	1.2837	0.34568	0.6438	1.35468	0.27003	0.78169	1.22941	0.44145	
0.81294	1.23233	0.42839	0.80926	1.23513	0.4209	0.80026	1.24206	0.40684	0.78198	1.25649	0.38206	0.74551	1.28686	0.33903	0.66816	1.3593	0.2632	0.81291	1.23235	0.43464	
0.84643	1.23515	0.4216	0.84256	1.23799	0.4142	0.83329	1.24486	0.40017	0.81433	1.25926	0.37536	0.77593	1.29005	0.3323	0.69404	1.36403	0.25631	0.84622	1.23531	0.42769	
0.88204	1.2381	0.41472	0.87818	1.24083	0.40736	0.86852	1.2477	0.39339	0.84861	1.26225	0.36862	0.80829	1.29336	0.32551	0.72154	1.3689	0.24937	0.88163	1.23839	0.42064	
0.9202	1.24102	0.4077	0.91627	1.24368	0.4004	0.90626	1.25053	0.38649	0.88513	1.26537	0.3618	0.8429	1.29668	0.31863	0.75083	1.37388	0.24238	0.9195	1.2415	0.41346	
0.96088	1.24409	0.40057	0.95687	1.24669	0.39336	0.94652	1.25349	0.3795	0.92466	1.26822	0.35482	0.87994	1.30005	0.31167	0.78205	1.37901	0.23533	0.96005	1.24463	0.40614	
1.0046	1.24714	0.39331	1.00051	1.24968	0.38618	0.98977	1.25644	0.37239	0.96686	1.27124	0.34777	0.91965	1.30347	0.30463	0.81567	1.38406	0.22819	1.00341	1.24787	0.39871	
1.05146	1.25029	0.38594	1.04737	1.25272	0.37888	1.03618	1.25947	0.36519	1.01219	1.27431	0.34062	0.96197	1.30715	0.29757	0.85125	1.38955	0.22107	1.0502	1.25104	0.39111	
1.10239	1.25319	0.37837	1.09775	1.25584	0.37147	1.08617	1.26252	0.35786	1.06093	1.27745	0.33339	1.00818	1.31044	0.29033	0.88961	1.39504	0.21387	1.10038	1.25434	0.38341	
1.1564	1.25665	0.37079	1.15213	1.25897	0.36393	1.14007	1.26562	0.35043	1.11358	1.28058	0.32605	1.05777	1.31393	0.28306	0.93094	1.40058	0.20661	1.15452	1.25767	0.37557	
1.21509	1.25998	0.36304	1.21035	1.26244	0.35633	1.19833	1.26876	0.34289	1.17048	1.28376	0.31863	1.11126	1.31753	0.27573	0.97527	1.40639	0.19933	1.21298	1.26108	0.3676	
1.27883	1.26327	0.35514	1.27449	1.26542	0.3485	1.26149	1.27192	0.33523	1.23228	1.28691	0.31109	1.1693	1.32111	0.26832	1.02346	1.4121	0.19198	1.27637	1.26449	0.35949	
1.34798	1.26663	0.34711	1.34376	1.26861	0.34057	1.33006	1.27513	0.32746	1.29918	1.2902	0.30348	1.23228	1.32476	0.26084	1.07493	1.41841	0.18467	1.34498	1.26804	0.35126	
1.42326	1.27003	0.33895	1.41884	1.27201	0.33256	1.40469	1.2784	0.31959	1.37213	1.29348	0.29576	1.30086	1.32844	0.2533	1.13118	1.42459	0.17728	1.41988	1.27154	0.34288	
1.50537	1.2735	0.33066	1.5009	1.27539	0.32441	1.48612	1.28172	0.3116	1.45171	1.29682	0.28796	1.37582	1.33211	0.24569	1.19229	1.43097	0.16987	1.50156	1.27511	0.33437	
1.59506	1.27708	0.32225	1.59061	1.27887	0.31614	1.57537	1.28504	0.30349	1.5391	1.30009	0.28005	1.45792	1.3358	0.23801	1.25859	1.43769	0.16247	1.59081	1.27879	0.32574	
1.69391	1.28057	0.31368	1.68941	1.28228	0.30772	1.67328	1.28844	0.29528	1.63465	1.30358	0.27208	1.5477	1.33969	0.2303	1.33117	1.44455	0.15505	1.68895	1.28245	0.31696	
1.80217	1.28432	0.30501	1.79788	1.28585	0.2992	1.78114	1.29188	0.28695	1.74023	1.30698	0.26401	1.64693	1.34349	0.22252	1.41079	1.45158	0.14762	1.79702	1.28616	0.30805	
1.92169	1.28816	0.29622	1.91791	1.28943	0.29055	1.90037	1.29537	0.27852	1.85708	1.31038	0.25583	1.75679	1.34726	0.21468	1.49803	1.45899	0.14022	1.91631	1.28997	0.29902	
2.05523	1.29174	0.28723	2.05081	1.29313	0.28178	2.03272	1.29887	0.26996	1.98684	1.31379	0.24757	1.87831	1.35121	0.20682	1.59459	1.4665	0.13281	2.04859	1.29383	0.28986	
2.20334	1.29556	0.27815	2.19928	1.29675	0.27286	2.17989	1.3025	0.26131	2.13074	1.31744	0.23925	2.01377	1.35516	0.19891	1.70151	1.47428	0.12541	2.19598	1.29772	0.28057	
2.36898	1.29942	0.26893	2.36469	1.3006	0.26385	2.34475	1.30612	0.25254	2.29131	1.32126	0.23088	2.16571	1.35903	0.19094	1.81978	1.48259	0.11808	2.36112	1.30158	0.27113	
2.55488	1.30339	0.25958	2.55083	1.30442	0.25469	2.53	1.30978	0.24366	2.47376	1.32459	0.22233	2.33621	1.36302	0.18295	1.95182	1.49121	0.11079	2.54646	1.30554	0.26158	
2.76494	1.30737	0.2501	2.76137	1.30822	0.2454	2.73903	1.31354	0.23468	2.67881	1.32822	0.21376	2.52904	1.36699	0.17494	2.10083	1.49985	0.1035	2.75597	1.3095	0.25189	
3.00317	1.31147	0.24049	3.00016	1.31212	0.236	2.97659	1.31731	0.22558	2.91213	1.33181	0.20509	2.7482	1.37095	0.16689	2.26807	1.5091	0.09631	2.99343	1.3136	0.2421	
3.27544	1.31558	0.23075	3.27259	1.31615	0.22647	3.24774	1.32117	0.21638	3.17816	1.33556	0.19637	2.99867	1.37495	0.15884	2.4575	1.51881	0.0892	3.26468	1.31774	0.23218	
3.58833	1.31976	0.22088	3.58582	1.32022	0.21683	3.56047	1.32491	0.20705	3.48382	1.33941	0.18758	3.28686	1.37895	0.15077	2.67369	1.52892	0.08218	3.57658	1.32192	0.22215	
3.95027	1.32405	0.2109	3.94849	1.32434	0.20706	3.9186	1.32939	0.19771	3.83896	1.3431	0.1787	3.62117	1.3829	0.1427	2.92177	1.53955	0.07527	3.9379	1.32612	0.212	
4.3733	1.32829	0.20077	4.37276	1.32837	0.19715	4.34257	1.33298	0.18813	4.25342	1.34688	0.16975	4.01203	1.38681	0.13463	3.20834	1.55081	0.06849	4.35969	1.33036	0.20173	
4.87151	1.33257	0.19052	4.8696	1.33283	0.18716	4.83847	1.33711	0.17851	4.74086	1.35081	0.16075	4.47156	1.39089	0.12659	3.54306	1.56254	0.06184	4.85605	1.33469	0.19135	
5.46187	1.33715	0.18018	5.46209	1.33712	0.17703	5.42834	1.34127	0.16879	5.32139	1.35468	0.15169	5.02258	1.3944	0.11852	3.93543	1.57527	0.05539	5.44568	1.33913	0.18088	
6.17378	1.34154	0.16969	6.17322	1.3416	0.16679	6.13602	1.34566	0.15898	6.01845	1.35874	0.14257	5.67995	1.39864	0.11055	4.40236	1.58868	0.04912	6.15502	1.34358	0.17029	
7.03632	1.34639	0.15912	7.03862	1.34617	0.15644	6.9997	1.3499	0.14905	6.87036	1.36255	0.13338	6.48982	1.40193	0.10256	4.96393	1.60298	0.04307	7.01853	1.34809	0.1596	
8.10363	1.3511	0.14843	8.11054	1.35052	0.14594	8.06517	1.35432	0.13903	7.92022	1.36665	0.12415	7.48304	1.40601	0.09468	5.64883	1.61826	0.03727	8.08317	1.35281	0.14882	
9.44397	1.35585	0.13761	9.44937	1.35546	0.13538	9.40234	1.35885	0.12891	9.23932	1.37078	0.11487	8.73983	1.40941	0.08682	6.49796	1.63456	0.03176	9.42193	1.35743	0.13793	
11.15911	1.3607	0.12669	11.16321	1.36045	0.1247	11.11481	1.36341	0.11869	10.93145	1.3748	0.10553	10.35276	1.4127	0.07903	7.56697	1.6524	0.02656	11.1331	1.36229	0.12695	
13.40399	1.36569	0.11567	13.4133	1.36522	0.11388	13.36259	1.36781	0.10835	13.14734	1.37896	0.09615	12.48541	1.41504	0.07129	8.9537	1.67097	0.02171	13.37756	1.36704	0.11587	
16.43008	1.37059	0.10454	16.44122	1.37013	0.10296	16.39544	1.37204	0.0979	16.13416	1.3831	0.08672	15.34281	1.41832	0.06371	10.78823	1.69142	0.01726	16.39609	1.37201	0.1047	
20.64545	1.37552	0.0933	20.66188	1.37498	0.09193	20.58962	1.37739	0.08743	20.31058	1.38682	0.07723	19.36365	1.42032	0.05618	13.30634	1.71337	0.01324	20.60438	1.37689	0.09342	
26.76935	1.38055	0.08196	26.79926	1.37978	0.08078	26.72164	1.38178	0.0768	26.38711	1.39052	0.0677	25.23289	1.42196	0.04877	16.90828	1.73709	0.00971	26.72361	1.38173	0.08205	
36.19125	1.38521	0.07051	36.22678	1.38453	0.06952	36.13553	1.38628	0.06608	35.73824	1.39397	0.05812	34.30091	1.42287	0.04147	22.36205	1.76223	0.00669	36.11982	1.38658	0.07059	
51.77557	1.38975	0.05896	51.82053	1.38915	0.05816	51.72633	1.39041	0.05526	51.20867	1.39742	0.04852	49.40536	1.4227	0.03428	31.139	1.79204	0.00426	51.68338	1.39099	0.05902	
