0	--	--	0.1	--	--	0.2	--	--	0.3	--	--	0.4	--	--	0.5	--	--	Slicl	--	--
0.00293	1.01439	0.95799	0.00293	1.01475	0.95694	0.00293	1.01537	0.95519	0.00292	1.0164	0.9523	0.00291	1.01813	0.94743	0.00289	1.02122	0.93883	0.00294	1.01386	0.95948	
0.00297	1.01447	0.95776	0.00296	1.01484	0.95671	0.00296	1.01546	0.95494	0.00295	1.01649	0.95203	0.00294	1.01823	0.94714	0.00293	1.02134	0.93849	0.00297	1.01394	0.95926	
0.003	1.01455	0.95753	0.003	1.01492	0.95647	0.00299	1.01555	0.9547	0.00299	1.01658	0.95177	0.00298	1.01833	0.94685	0.00296	1.02146	0.93816	0.003	1.01402	0.95904	
0.00303	1.01463	0.95729	0.00303	1.01501	0.95623	0.00303	1.01564	0.95445	0.00302	1.01668	0.9515	0.00301	1.01844	0.94656	0.00299	1.02158	0.93781	0.00303	1.0141	0.95881	
0.00307	1.01472	0.95706	0.00306	1.01509	0.95598	0.00306	1.01572	0.95419	0.00305	1.01677	0.95124	0.00304	1.01854	0.94626	0.00302	1.02171	0.93747	0.00307	1.01418	0.95858	
0.0031	1.0148	0.95681	0.0031	1.01518	0.95574	0.00309	1.01581	0.95394	0.00309	1.01687	0.95096	0.00308	1.01865	0.94596	0.00306	1.02183	0.93712	0.0031	1.01426	0.95835	
0.00313	1.01489	0.95657	0.00313	1.01527	0.95549	0.00313	1.01591	0.95368	0.00312	1.01697	0.95069	0.00311	1.01876	0.94566	0.00309	1.02196	0.93677	0.00314	1.01434	0.95811	
0.00317	1.01497	0.95633	0.00317	1.01536	0.95524	0.00316	1.016	0.95342	0.00316	1.01707	0.95041	0.00315	1.01887	0.94535	0.00313	1.02209	0.93641	0.00317	1.01443	0.95788	
0.00321	1.01506	0.95608	0.0032	1.01544	0.95498	0.0032	1.01609	0.95315	0.00319	1.01717	0.95013	0.00318	1.01898	0.94504	0.00316	1.02222	0.93605	0.00321	1.01451	0.95764	
0.00324	1.01515	0.95583	0.00324	1.01554	0.95473	0.00324	1.01619	0.95288	0.00323	1.01727	0.94984	0.00322	1.01909	0.94473	0.0032	1.02235	0.93569	0.00325	1.0146	0.95739	
0.00328	1.01524	0.95557	0.00328	1.01563	0.95447	0.00327	1.01628	0.95261	0.00327	1.01737	0.94955	0.00325	1.0192	0.94441	0.00323	1.02248	0.93532	0.00328	1.01468	0.95715	
0.00332	1.01533	0.95532	0.00331	1.01572	0.9542	0.00331	1.01638	0.95234	0.0033	1.01747	0.94926	0.00329	1.01932	0.94409	0.00327	1.02262	0.93495	0.00332	1.01477	0.9569	
0.00336	1.01542	0.95506	0.00335	1.01581	0.95394	0.00335	1.01648	0.95206	0.00334	1.01758	0.94897	0.00333	1.01944	0.94377	0.00331	1.02276	0.93457	0.00336	1.01486	0.95665	
0.0034	1.01551	0.95479	0.00339	1.01591	0.95367	0.00339	1.01658	0.95178	0.00338	1.01768	0.94867	0.00337	1.01955	0.94344	0.00335	1.02289	0.93419	0.0034	1.01495	0.9564	
0.00344	1.01561	0.95453	0.00343	1.01601	0.95339	0.00343	1.01668	0.9515	0.00342	1.01779	0.94837	0.00341	1.01967	0.94311	0.00339	1.02303	0.9338	0.00344	1.01504	0.95614	
0.00348	1.0157	0.95426	0.00347	1.0161	0.95312	0.00347	1.01678	0.95121	0.00346	1.0179	0.94806	0.00345	1.01979	0.94277	0.00343	1.02318	0.93341	0.00348	1.01513	0.95588	
0.00352	1.0158	0.95398	0.00351	1.0162	0.95284	0.00351	1.01688	0.95092	0.0035	1.01801	0.94775	0.00349	1.01991	0.94243	0.00347	1.02332	0.93302	0.00352	1.01522	0.95562	
0.00356	1.01589	0.95371	0.00356	1.0163	0.95256	0.00355	1.01699	0.95063	0.00354	1.01812	0.94744	0.00353	1.02004	0.94209	0.00351	1.02346	0.93262	0.00356	1.01532	0.95535	
0.0036	1.01599	0.95343	0.0036	1.0164	0.95227	0.00359	1.01709	0.95033	0.00359	1.01823	0.94712	0.00357	1.02016	0.94174	0.00355	1.02361	0.93222	0.00361	1.01541	0.95508	
0.00365	1.01609	0.95315	0.00364	1.01651	0.95198	0.00364	1.0172	0.95003	0.00363	1.01835	0.9468	0.00362	1.02029	0.94139	0.00359	1.02376	0.93181	0.00365	1.01551	0.95481	
0.00369	1.01619	0.95286	0.00369	1.01661	0.95169	0.00368	1.01731	0.94972	0.00367	1.01846	0.94648	0.00366	1.02042	0.94103	0.00363	1.02391	0.93139	0.00369	1.01561	0.95453	
0.00374	1.0163	0.95257	0.00373	1.01671	0.95139	0.00373	1.01742	0.94941	0.00372	1.01858	0.94615	0.0037	1.02055	0.94067	0.00368	1.02406	0.93097	0.00374	1.0157	0.95425	
0.00378	1.0164	0.95228	0.00378	1.01682	0.95109	0.00377	1.01753	0.9491	0.00376	1.0187	0.94582	0.00375	1.02068	0.9403	0.00372	1.02422	0.93055	0.00379	1.01581	0.95397	
0.00383	1.0165	0.95198	0.00382	1.01693	0.95079	0.00382	1.01764	0.94879	0.00381	1.01882	0.94548	0.0038	1.02081	0.93993	0.00377	1.02437	0.93012	0.00383	1.01591	0.95368	
0.00388	1.01661	0.95168	0.00387	1.01704	0.95048	0.00387	1.01775	0.94847	0.00386	1.01894	0.94514	0.00384	1.02094	0.93956	0.00382	1.02453	0.92968	0.00388	1.01601	0.95339	
0.00392	1.01672	0.95138	0.00392	1.01715	0.95017	0.00392	1.01787	0.94814	0.00391	1.01906	0.9448	0.00389	1.02108	0.93918	0.00386	1.02469	0.92924	0.00393	1.01611	0.9531	
0.00397	1.01683	0.95107	0.00397	1.01726	0.94985	0.00397	1.01798	0.94781	0.00396	1.01919	0.94445	0.00394	1.02122	0.93879	0.00391	1.02485	0.9288	0.00398	1.01622	0.9528	
0.00402	1.01694	0.95076	0.00402	1.01737	0.94953	0.00402	1.0181	0.94748	0.00401	1.01931	0.9441	0.00399	1.02136	0.93841	0.00396	1.02502	0.92835	0.00403	1.01632	0.9525	
0.00408	1.01705	0.95044	0.00407	1.01749	0.94921	0.00407	1.01822	0.94714	0.00406	1.01944	0.94374	0.00404	1.0215	0.93801	0.00401	1.02519	0.92789	0.00408	1.01643	0.95219	
0.00413	1.01717	0.95012	0.00413	1.0176	0.94888	0.00412	1.01834	0.9468	0.00411	1.01957	0.94337	0.00409	1.02164	0.93761	0.00406	1.02536	0.92743	0.00413	1.01654	0.95189	
0.00418	1.01728	0.9498	0.00418	1.01772	0.94855	0.00417	1.01847	0.94646	0.00416	1.0197	0.94301	0.00415	1.02179	0.93721	0.00412	1.02553	0.92696	0.00419	1.01665	0.95157	
0.00424	1.0174	0.94947	0.00423	1.01784	0.94821	0.00423	1.01859	0.94611	0.00422	1.01984	0.94263	0.0042	1.02194	0.9368	0.00417	1.0257	0.92648	0.00424	1.01676	0.95126	
0.00429	1.01751	0.94913	0.00429	1.01796	0.94787	0.00428	1.01872	0.94575	0.00427	1.01997	0.94226	0.00425	1.02209	0.93638	0.00422	1.02588	0.926	0.0043	1.01688	0.95093	
0.00435	1.01763	0.9488	0.00435	1.01809	0.94752	0.00434	1.01885	0.94539	0.00433	1.02011	0.94188	0.00431	1.02224	0.93596	0.00428	1.02605	0.92551	0.00436	1.01699	0.95061	
0.00441	1.01775	0.94846	0.0044	1.01821	0.94717	0.0044	1.01898	0.94503	0.00439	1.02025	0.94149	0.00437	1.02239	0.93554	0.00433	1.02624	0.92502	0.00441	1.01711	0.95028	
0.00447	1.01788	0.94811	0.00446	1.01834	0.94682	0.00446	1.01911	0.94466	0.00444	1.02039	0.9411	0.00443	1.02255	0.93511	0.00439	1.02642	0.92452	0.00447	1.01723	0.94994	
0.00453	1.018	0.94776	0.00452	1.01847	0.94646	0.00452	1.01924	0.94429	0.0045	1.02053	0.9407	0.00449	1.02271	0.93467	0.00445	1.02661	0.92401	0.00453	1.01735	0.94961	
0.00459	1.01813	0.9474	0.00458	1.01859	0.9461	0.00458	1.01938	0.94391	0.00457	1.02067	0.9403	0.00455	1.02287	0.93423	0.00451	1.02679	0.92349	0.00459	1.01747	0.94926	
0.00465	1.01826	0.94704	0.00465	1.01873	0.94573	0.00464	1.01951	0.94352	0.00463	1.02082	0.93989	0.00461	1.02303	0.93378	0.00457	1.02699	0.92297	0.00466	1.01759	0.94891	
0.00472	1.01839	0.94668	0.00471	1.01886	0.94535	0.0047	1.01965	0.94313	0.00469	1.02097	0.93947	0.00467	1.0232	0.93332	0.00463	1.02718	0.92244	0.00472	1.01772	0.94856	
0.00478	1.01852	0.94631	0.00478	1.019	0.94497	0.00477	1.01979	0.94274	0.00476	1.02112	0.93905	0.00474	1.02336	0.93286	0.0047	1.02738	0.92191	0.00479	1.01785	0.9482	
0.00485	1.01865	0.94593	0.00484	1.01913	0.94459	0.00484	1.01994	0.94234	0.00482	1.02127	0.93863	0.0048	1.02353	0.93239	0.00476	1.02758	0.92137	0.00485	1.01798	0.94784	
0.00492	1.01879	0.94555	0.00491	1.01927	0.9442	0.0049	1.02008	0.94193	0.00489	1.02143	0.9382	0.00487	1.0237	0.93192	0.00483	1.02778	0.92082	0.00492	1.01811	0.94747	
0.00499	1.01893	0.94516	0.00498	1.01941	0.9438	0.00497	1.02023	0.94152	0.00496	1.02159	0.93776	0.00494	1.02388	0.93143	0.0049	1.02799	0.92026	0.00499	1.01824	0.9471	
0.00506	1.01907	0.94477	0.00505	1.01956	0.9434	0.00504	1.02038	0.9411	0.00503	1.02174	0.93731	0.00501	1.02406	0.93095	0.00497	1.02819	0.91969	0.00506	1.01837	0.94672	
0.00513	1.01921	0.94437	0.00512	1.0197	0.94299	0.00512	1.02053	0.94068	0.0051	1.02191	0.93686	0.00508	1.02424	0.93045	0.00504	1.02841	0.91912	0.00514	1.01851	0.94634	
0.0052	1.01935	0.94397	0.0052	1.01985	0.94258	0.00519	1.02069	0.94025	0.00518	1.02207	0.93641	0.00515	1.02442	0.92995	0.00511	1.02862	0.91853	0.00521	1.01865	0.94595	
0.00528	1.0195	0.94356	0.00527	1.02	0.94216	0.00527	1.02084	0.93982	0.00525	1.02224	0.93594	0.00523	1.0246	0.92944	0.00518	1.02884	0.91794	0.00529	1.01879	0.94555	
0.00536	1.01965	0.94315	0.00535	1.02015	0.94173	0.00534	1.021	0.93937	0.00533	1.02242	0.93547	0.0053	1.02479	0.92892	0.00526	1.02906	0.91734	0.00536	1.01893	0.94515	
0.00544	1.0198	0.94272	0.00543	1.02031	0.9413	0.00542	1.02116	0.93892	0.00541	1.02258	0.935	0.00538	1.02498	0.9284	0.00534	1.02929	0.91673	0.00544	1.01908	0.94475	
0.00552	1.01995	0.9423	0.00551	1.02046	0.94086	0.0055	1.02133	0.93847	0.00549	1.02275	0.93451	0.00546	1.02518	0.92786	0.00541	1.02952	0.91612	0.00552	1.01923	0.94433	
0.0056	1.02011	0.94186	0.00559	1.02062	0.94042	0.00558	1.02149	0.93801	0.00557	1.02293	0.93402	0.00554	1.02537	0.92732	0.0055	1.02975	0.91549	0.00561	1.01937	0.94391	
0.00568	1.02026	0.94142	0.00568	1.02079	0.93997	0.00567	1.02166	0.93754	0.00565	1.02311	0.93352	0.00563	1.02557	0.92677	0.00558	1.02998	0.91485	0.00569	1.01953	0.94349	
0.00577	1.02042	0.94097	0.00577	1.02095	0.93951	0.00576	1.02183	0.93706	0.00574	1.0233	0.93301	0.00571	1.02578	0.92622	0.00566	1.03022	0.91421	0.00578	1.01971	0.94306	
0.00586	1.02059	0.94052	0.00585	1.02112	0.93905	0.00584	1.02201	0.93658	0.00583	1.02348	0.9325	0.0058	1.02598	0.92565	0.00575	1.03047	0.91355	0.00587	1.01983	0.94262	
0.00595	1.02075	0.94006	0.00594	1.02129	0.93857	0.00593	1.02218	0.93609	0.00592	1.02367	0.93198	0.00589	1.02619	0.92508	0.00584	1.03071	0.91288	0.00596	1.01999	0.94217	
0.00604	1.02092	0.93959	0.00604	1.02146	0.93809	0.00603	1.02236	0.93559	0.00601	1.02386	0.93145	0.00598	1.02641	0.92449	0.00593	1.03096	0.91221	0.00605	1.02015	0.94172	
0.00614	1.02109	0.93911	0.00613	1.02163	0.93761	0.00612	1.02255	0.93508	0.0061	1.02406	0.93091	0.00607	1.02662	0.9239	0.00602	1.03122	0.91152	0.00615	1.02031	0.94126	
0.00624	1.02126	0.93863	0.00623	1.02181	0.93711	0.00622	1.02273	0.93457	0.0062	1.02426	0.93036	0.00617	1.02684	0.9233	0.00611	1.03148	0.91082	0.00625	1.02048	0.94079	
0.00634	1.02144	0.93814	0.00633	1.02199	0.93661	0.00632	1.02292	0.93404	0.0063	1.02446	0.92981	0.00627	1.02707	0.92269	0.00621	1.03174	0.91012	0.00635	1.02065	0.94032	
0.00644	1.02162	0.93764	0.00643	1.02218	0.9361	0.00642	1.02311	0.93351	0.0064	1.02466	0.92924	0.00637	1.0273	0.92207	0.00631	1.03201	0.9094	0.00645	1.02083	0.93984	
0.00654	1.0218	0.93713	0.00653	1.02236	0.93558	0.00652	1.02331	0.93297	0.0065	1.02487	0.92867	0.00647	1.02753	0.92144	0.00641	1.03229	0.90866	0.00655	1.02101	0.93935	
0.00665	1.02199	0.93662	0.00664	1.02255	0.93505	0.00663	1.02351	0.93242	0.00661	1.02509	0.92808	0.00657	1.02776	0.9208	0.00651	1.03256	0.90792	0.00666	1.02119	0.93885	
0.00676	1.02218	0.9361	0.00675	1.02275	0.93451	0.00674	1.02371	0.93186	0.00672	1.0253	0.92749	0.00668	1.028	0.92014	0.00662	1.03285	0.90717	0.00677	1.02137	0.93834	
0.00687	1.02237	0.93556	0.00686	1.02294	0.93397	0.00685	1.02391	0.9313	0.00683	1.02552	0.92689	0.00679	1.02825	0.91948	0.00673	1.03313	0.9064	0.00688	1.02155	0.93783	
0.00699	1.02256	0.93502	0.00698	1.02314	0.93341	0.00697	1.02412	0.93072	0.00694	1.02574	0.92628	0.00691	1.02849	0.91881	0.00684	1.03343	0.90562	0.007	1.02174	0.93731	
0.0071	1.02276	0.93447	0.0071	1.02335	0.93285	0.00708	1.02433	0.93013	0.00706	1.02597	0.92565	0.00702	1.02875	0.91812	0.00695	1.03372	0.90482	0.00712	1.02193	0.93677	
0.00723	1.02296	0.93391	0.00722	1.02356	0.93228	0.0072	1.02455	0.92954	0.00718	1.0262	0.92502	0.00714	1.029	0.91743	0.00707	1.03403	0.90402	0.00724	1.02214	0.93623	
0.00735	1.02317	0.93334	0.00734	1.02377	0.93169	0.00733	1.02477	0.92893	0.0073	1.02644	0.92437	0.00726	1.02926	0.91672	0.00719	1.03433	0.9032	0.00736	1.02234	0.93568	
0.00748	1.02338	0.93276	0.00747	1.02398	0.9311	0.00745	1.02499	0.92832	0.00743	1.02668	0.92372	0.00739	1.02953	0.916	0.00732	1.03465	0.90236	0.00749	1.02254	0.93512	
0.00761	1.02359	0.93217	0.0076	1.0242	0.9305	0.00758	1.02522	0.92769	0.00756	1.02692	0.92305	0.00752	1.0298	0.91527	0.00744	1.03497	0.90151	0.00762	1.02275	0.93455	
0.00774	1.02383	0.93157	0.00773	1.02442	0.92988	0.00772	1.02546	0.92705	0.00769	1.02717	0.92237	0.00765	1.03008	0.91452	0.00757	1.03529	0.90065	0.00776	1.02295	0.93397	
0.00788	1.02401	0.93096	0.00787	1.02465	0.92926	0.00786	1.02569	0.9264	0.00783	1.02742	0.92168	0.00778	1.03036	0.91376	0.00771	1.03563	0.89977	0.00789	1.02316	0.93338	
0.00802	1.02427	0.93034	0.00801	1.02488	0.92862	0.008	1.02593	0.92574	0.00797	1.02768	0.92098	0.00792	1.03064	0.91299	0.00784	1.03596	0.89887	0.00804	1.02338	0.93278	
0.00817	1.02447	0.92971	0.00816	1.02512	0.92797	0.00814	1.02618	0.92506	0.00811	1.02794	0.92026	0.00807	1.03093	0.9122	0.00798	1.03631	0.89796	0.00818	1.0236	0.93217	
0.00832	1.02473	0.92906	0.00831	1.02536	0.92731	0.00829	1.02643	0.92438	0.00826	1.02821	0.91953	0.00821	1.0314	0.91141	0.00813	1.03666	0.89703	0.00833	1.02382	0.93155	
0.00847	1.02495	0.92841	0.00846	1.0256	0.92664	0.00844	1.02668	0.92368	0.00841	1.02848	0.91879	0.00836	1.03153	0.91058	0.00828	1.03702	0.89609	0.00849	1.02405	0.93092	
0.00863	1.02519	0.92774	0.00862	1.02585	0.92595	0.0086	1.02694	0.92297	0.00857	1.02876	0.91804	0.00852	1.03184	0.90975	0.00843	1.03738	0.89513	0.00865	1.02429	0.93027	
0.00879	1.02544	0.92706	0.00878	1.0261	0.92526	0.00876	1.02721	0.92224	0.00873	1.02904	0.91727	0.00868	1.03216	0.90891	0.00859	1.03775	0.89415	0.00881	1.02453	0.92961	
0.00896	1.0257	0.92636	0.00895	1.02636	0.92455	0.00893	1.02748	0.9215	0.0089	1.02933	0.91648	0.00884	1.03248	0.90805	0.00875	1.03813	0.89315	0.00898	1.02477	0.92894	
0.00913	1.02597	0.92566	0.00912	1.02663	0.92382	0.0091	1.02775	0.92075	0.00907	1.02963	0.91568	0.00901	1.03281	0.90717	0.00891	1.03852	0.89213	0.00915	1.02502	0.92826	
0.00931	1.02623	0.92493	0.0093	1.0269	0.92308	0.00928	1.02804	0.91998	0.00924	1.02993	0.91487	0.00918	1.03314	0.90627	0.00908	1.03891	0.8911	0.00933	1.02527	0.92756	
0.00949	1.02649	0.9242	0.00948	1.02717	0.92233	0.00946	1.02832	0.9192	0.00942	1.03023	0.91404	0.00936	1.03348	0.90536	0.00926	1.03932	0.89004	0.00951	1.02553	0.92685	
0.00968	1.02676	0.92345	0.00967	1.02745	0.92156	0.00964	1.02862	0.9184	0.00961	1.03055	0.91319	0.00955	1.03383	0.90443	0.00944	1.03973	0.88896	0.0097	1.02579	0.92613	
0.00987	1.02704	0.92269	0.00986	1.02774	0.92078	0.00984	1.02891	0.91759	0.0098	1.03087	0.91232	0.00974	1.03418	0.90348	0.00962	1.04015	0.88787	0.00989	1.02606	0.92539	
0.01007	1.02733	0.92191	0.01006	1.02803	0.91998	0.01003	1.02922	0.91676	0.00999	1.03119	0.91144	0.00993	1.03455	0.90251	0.00982	1.04057	0.88675	0.01009	1.02634	0.92463	
0.01028	1.02762	0.92111	0.01026	1.02833	0.91917	0.01024	1.02953	0.91592	0.0102	1.03153	0.91054	0.01013	1.03492	0.90152	0.01001	1.04101	0.8856	0.0103	1.02662	0.92386	
0.01049	1.02792	0.9203	0.01047	1.02864	0.91834	0.01045	1.02985	0.91505	0.01041	1.03187	0.90963	0.01034	1.03529	0.90052	0.01022	1.04146	0.88444	0.01051	1.02691	0.92308	
0.0107	1.02822	0.91947	0.01069	1.02895	0.91749	0.01066	1.03017	0.91417	0.01062	1.03221	0.90869	0.01055	1.03568	0.89949	0.01043	1.04192	0.88325	0.01073	1.0272	0.92228	
0.01093	1.02853	0.91862	0.01091	1.02927	0.91662	0.01089	1.03051	0.91327	0.01087	1.03135	0.90767	0.01077	1.03608	0.89844	0.01064	1.04238	0.88203	0.01095	1.0275	0.92146	
0.01116	1.02885	0.91776	0.01115	1.02959	0.91574	0.01112	1.03085	0.91235	0.0111	1.0315	0.90669	0.011	1.03648	0.89737	0.01086	1.04286	0.88079	0.01118	1.0278	0.92063	
0.0114	1.02917	0.91688	0.01138	1.02992	0.91483	0.01136	1.03119	0.91141	0.01131	1.0333	0.90576	0.01123	1.03689	0.89627	0.01109	1.04335	0.87953	0.01142	1.02812	0.91977	
0.01165	1.0295	0.91598	0.01163	1.03026	0.91391	0.0116	1.03155	0.91045	0.01155	1.03368	0.90474	0.01147	1.03731	0.89516	0.01133	1.04385	0.87824	0.01167	1.02844	0.9189	
0.0119	1.02984	0.91506	0.01189	1.03061	0.91297	0.01186	1.03191	0.90947	0.01181	1.03407	0.9037	0.01172	1.03774	0.89401	0.01157	1.04436	0.87692	0.01193	1.02876	0.91801	
0.01217	1.03019	0.91411	0.01215	1.03097	0.912	0.01212	1.03228	0.90847	0.01207	1.03447	0.90264	0.01198	1.03819	0.89285	0.01183	1.04488	0.87557	0.01219	1.0291	0.9171	
0.01244	1.03055	0.91315	0.01242	1.03133	0.91102	0.01239	1.03266	0.90745	0.01234	1.03487	0.90155	0.01225	1.03864	0.89165	0.01209	1.04542	0.87419	0.01247	1.02944	0.91617	
0.01272	1.03091	0.91217	0.0127	1.0317	0.91001	0.01267	1.03305	0.9064	0.01261	1.03529	0.90044	0.01252	1.0391	0.89044	0.01236	1.04596	0.87278	0.01275	1.02979	0.91522	
0.01301	1.03128	0.91116	0.01299	1.03209	0.90898	0.01296	1.03345	0.90533	0.0129	1.03572	0.89931	0.01281	1.03957	0.88919	0.01264	1.04653	0.87134	0.01304	1.03015	0.91425	
0.01332	1.03166	0.91013	0.01329	1.03248	0.90793	0.01326	1.03386	0.90424	0.0132	1.03615	0.89814	0.0131	1.04006	0.88791	0.01293	1.0471	0.86986	0.01335	1.03051	0.91325	
0.01363	1.03205	0.90908	0.01361	1.03288	0.90685	0.01357	1.03427	0.90312	0.01351	1.0366	0.89696	0.01341	1.04056	0.88661	0.01322	1.04769	0.86836	0.01366	1.0309	0.91223	
0.01395	1.03245	0.908	0.01393	1.03329	0.90575	0.01389	1.0347	0.90197	0.01383	1.03706	0.89574	0.01372	1.04106	0.88527	0.01353	1.04829	0.86681	0.01398	1.03126	0.91119	
0.01429	1.03286	0.9069	0.01426	1.03371	0.90462	0.01422	1.03514	0.9008	0.01416	1.03753	0.89449	0.01405	1.04159	0.88391	0.01385	1.04891	0.86523	0.01432	1.03164	0.91012	
0.01463	1.03328	0.90576	0.01461	1.03414	0.90346	0.01457	1.03559	0.8996	0.0145	1.03801	0.89322	0.01439	1.04212	0.88251	0.01418	1.04955	0.86362	0.01467	1.03209	0.90903	
0.015	1.03371	0.90461	0.01497	1.03458	0.90227	0.01493	1.03605	0.89836	0.01486	1.0385	0.89191	0.01474	1.04267	0.88107	0.01453	1.0502	0.86196	0.01503	1.03252	0.90791	
0.01537	1.03415	0.90342	0.01534	1.03503	0.90106	0.0153	1.03652	0.8971	0.01523	1.03901	0.89057	0.0151	1.04323	0.8796	0.01488	1.05086	0.86027	0.01541	1.03292	0.90676	
0.01576	1.03461	0.9022	0.01573	1.0355	0.89981	0.01568	1.03701	0.89581	0.01561	1.03953	0.8892	0.01548	1.04381	0.8781	0.01526	1.05144	0.85852	0.01579	1.03348	0.90558	
0.01616	1.03507	0.90095	0.01613	1.03598	0.89854	0.01608	1.03751	0.89448	0.01601	1.04006	0.88779	0.01587	1.0444	0.87656	0.01564	1.05225	0.85675	0.0162	1.03382	0.90437	
0.01658	1.03555	0.89967	0.01655	1.03647	0.89723	0.0165	1.03802	0.89312	0.01642	1.04061	0.88635	0.01628	1.04501	0.87497	0.01603	1.05298	0.85492	0.01662	1.03429	0.90313	
0.01701	1.03604	0.89836	0.01698	1.03697	0.89588	0.01693	1.03855	0.89173	0.01685	1.04117	0.88487	0.0167	1.04564	0.87335	0.01645	1.05372	0.85305	0.01706	1.03475	0.90186	
0.01747	1.03655	0.89701	0.01743	1.03749	0.8945	0.01738	1.03909	0.8903	0.01729	1.04175	0.88335	0.01714	1.04628	0.87169	0.01688	1.05448	0.85113	0.01751	1.03524	0.90056	
0.01794	1.03704	0.89563	0.0179	1.03802	0.89309	0.01785	1.03964	0.88883	0.01775	1.04234	0.88179	0.0176	1.04695	0.86998	0.01732	1.05527	0.84916	0.01798	1.03572	0.89922	
0.01842	1.03776	0.89422	0.01839	1.03857	0.89163	0.01833	1.04021	0.88732	0.01824	1.04295	0.88019	0.01807	1.04763	0.86822	0.01779	1.05608	0.84713	0.01847	1.03628	0.89784	
0.01893	1.0382	0.89275	0.0189	1.03913	0.89014	0.01884	1.0408	0.88577	0.01874	1.04358	0.87854	0.01857	1.04833	0.86642	0.01827	1.05691	0.84506	0.01899	1.03676	0.89643	
0.01947	1.03869	0.89125	0.01943	1.03971	0.88861	0.01937	1.0414	0.88417	0.01926	1.04423	0.87685	0.01909	1.04905	0.86457	0.01877	1.05777	0.84292	0.01952	1.03731	0.89498	
0.02002	1.03932	0.88971	0.01998	1.04031	0.88703	0.01992	1.04203	0.88254	0.01981	1.04485	0.87511	0.01962	1.04979	0.86267	0.0193	1.05865	0.84073	0.02008	1.0379	0.89348	
0.0206	1.03989	0.88812	0.02056	1.04092	0.8854	0.02049	1.04267	0.88085	0.02038	1.04559	0.87333	0.02018	1.05055	0.86071	0.01984	1.05956	0.83847	0.02066	1.03847	0.89195	
0.0212	1.04051	0.88649	0.02116	1.04156	0.88373	0.02109	1.04333	0.87912	0.02097	1.04629	0.87149	0.02077	1.05134	0.8587	0.02041	1.06049	0.83615	0.02126	1.03907	0.89037	
0.02183	1.04116	0.88481	0.02179	1.04221	0.88202	0.02172	1.04401	0.87733	0.02159	1.04702	0.8696	0.02138	1.05215	0.85663	0.02101	1.06143	0.83377	0.0219	1.0397	0.88874	
0.02249	1.04183	0.88308	0.02245	1.04288	0.88025	0.02237	1.04471	0.8755	0.02224	1.04777	0.86766	0.02202	1.05299	0.8545	0.02163	1.06246	0.83131	0.02256	1.04031	0.88706	
0.02318	1.04246	0.88129	0.02313	1.04358	0.87842	0.02305	1.04544	0.87361	0.02292	1.04855	0.86565	0.02269	1.05385	0.8523	0.02228	1.06348	0.82879	0.02325	1.04097	0.88533	
0.02391	1.04318	0.87946	0.02385	1.0443	0.87654	0.02377	1.04619	0.87166	0.02363	1.04935	0.86359	0.02338	1.05475	0.85004	0.02296	1.06455	0.82618	0.02398	1.04165	0.88355	
0.02466	1.04387	0.87756	0.02461	1.04504	0.87461	0.02452	1.04696	0.86965	0.02437	1.05017	0.86146	0.02411	1.05567	0.84771	0.02367	1.06565	0.8235	0.02474	1.04235	0.88172	
0.02545	1.04468	0.87561	0.0254	1.0458	0.87261	0.0253	1.04776	0.86757	0.02515	1.05103	0.85926	0.02488	1.05662	0.8453	0.02441	1.06678	0.82073	0.02553	1.04308	0.87982	
0.02629	1.0454	0.87359	0.02623	1.0466	0.87055	0.02613	1.04858	0.86543	0.02596	1.05191	0.85699	0.02568	1.05761	0.84282	0.02519	1.06795	0.81788	0.02637	1.04382	0.87787	
0.02716	1.04621	0.87151	0.0271	1.04741	0.86842	0.02699	1.04944	0.86323	0.02682	1.05283	0.85465	0.02653	1.05862	0.84027	0.026	1.06917	0.81494	0.02724	1.0446	0.87585	
0.02807	1.04705	0.86936	0.02801	1.04826	0.86622	0.0279	1.05032	0.86095	0.02772	1.05377	0.85224	0.02741	1.05968	0.83762	0.02686	1.07043	0.8119	0.02816	1.0454	0.87376	
0.02904	1.04791	0.86714	0.02897	1.04914	0.86394	0.02886	1.05123	0.85859	0.02866	1.05475	0.84974	0.02834	1.06077	0.83489	0.02776	1.07173	0.80876	0.02913	1.04623	0.87161	
0.03005	1.04879	0.86483	0.02998	1.05005	0.86159	0.02986	1.05218	0.85615	0.02966	1.05577	0.84716	0.02932	1.0619	0.83207	0.02871	1.07308	0.80552	0.03015	1.04708	0.86938	
0.03112	1.04971	0.86245	0.03105	1.05099	0.85916	0.03092	1.05317	0.85363	0.03071	1.05682	0.84449	0.03034	1.06308	0.82915	0.0297	1.07448	0.80217	0.03123	1.04797	0.86707	
0.03225	1.05066	0.85999	0.03217	1.05197	0.85664	0.03203	1.05419	0.85102	0.03181	1.05791	0.84172	0.03143	1.06432	0.82613	0.03075	1.07593	0.7987	0.03236	1.0489	0.86467	
0.03344	1.05165	0.85744	0.03335	1.05299	0.85403	0.03321	1.05525	0.84831	0.03297	1.05904	0.83886	0.03257	1.06556	0.823	0.03186	1.07744	0.79511	0.03355	1.04987	0.8622	
